operacion_cliente,operacion_cantidad_facturas,operacion_gasto_operacional,operacion_gasto_administrativo,operacion_monto,operacion_interes,operacion_mora,operacion_fecha_curse,operacion_fecha_vencimiento,operacion_fecha_pago
224,7,30000,0,979668342,0.025036,0.0,2021-12-29 13:07:16,2022-02-27 13:07:16,2022-02-27 13:07:16
225,8,30000,0,120289883,0.009612,88159.14498824641,2023-07-08 01:08:22,2023-10-06 01:08:22,2023-11-28 01:08:22
226,5,30000,0,118892382,0.016076,0.0,2022-05-31 23:38:19,2022-08-29 23:38:19,2022-08-29 23:38:19
227,4,30000,0,778250319,0.010533,0.0,2022-08-25 08:52:33,2022-11-23 08:52:33,2022-11-23 08:52:33
228,1,10000,0,408691774,0.014585,0.0,2023-01-22 15:03:17,2023-04-22 15:03:17,2023-04-22 15:03:17
229,1,0,0,448859612,0.018476,0.0,2020-02-11 23:09:25,2020-03-12 23:09:25,2020-03-12 23:09:25
230,8,0,0,496283957,0.009044,0.0,2020-08-30 01:15:39,2020-09-29 01:15:39,2020-09-29 01:15:39
231,6,30000,0,684841432,0.016426,0.0,2023-07-03 05:41:20,2023-08-02 05:41:20,2023-08-02 05:41:20
232,10,10000,0,115042756,0.025744,0.0,2023-03-24 14:15:22,2023-04-23 14:15:22,2023-04-23 14:15:22
233,5,20000,0,650862366,0.020788,0.0,2022-03-05 03:17:23,2022-04-04 03:17:23,2022-04-04 03:17:23
234,12,0,0,186244299,0.02403,252050.81396430326,2022-06-12 06:43:19,2022-08-11 06:43:19,2022-09-23 06:43:19
235,2,10000,0,746010907,0.024125,0.0,2022-02-19 21:50:53,2022-05-20 21:50:53,2022-05-20 21:50:53
236,8,10000,0,978657729,0.012411,10218898.527404277,2023-01-11 00:37:44,2023-03-12 00:37:44,2023-04-17 00:37:44
237,10,0,0,386146435,0.015256,0.0,2020-01-28 04:20:24,2020-02-27 04:20:24,2020-02-27 04:20:24
238,1,0,0,595968749,0.011328,0.0,2020-06-01 16:59:56,2020-08-30 16:59:56,2020-08-30 16:59:56
239,5,20000,0,869489370,0.012717,0.0,2021-08-01 00:56:18,2021-08-31 00:56:18,2021-08-31 00:56:18
240,1,0,0,561028736,0.029637,0.0,2021-12-11 12:40:45,2022-01-10 12:40:45,2022-01-10 12:40:45
241,8,30000,0,932726652,0.026109,0.0,2023-12-25 07:57:00,2024-02-23 07:57:00,2024-02-23 07:57:00
242,8,20000,0,318747231,0.025188,3019393.379803077,2020-12-28 13:45:20,2021-02-26 13:45:20,2021-04-02 13:45:20
243,3,20000,0,78853972,0.010643,0.0,2020-01-12 19:49:08,2020-03-12 19:49:08,2020-03-12 19:49:08
244,9,0,0,545675904,0.019749,801514.7856820498,2022-08-08 14:10:28,2022-09-07 14:10:28,2022-09-14 14:10:28
245,5,20000,50000,50001247,0.028061,0.0,2022-01-23 14:33:57,2022-02-22 14:33:57,2022-02-22 14:33:57
246,5,10000,0,904549036,0.026616,0.0,2021-03-02 05:09:01,2021-05-01 05:09:01,2021-05-01 05:09:01
247,1,0,10000,379609859,0.013323,0.0,2022-01-29 16:47:32,2022-02-28 16:47:32,2022-02-28 16:47:32
248,9,10000,0,331460996,0.024737,1119336.4365730295,2020-01-03 18:54:37,2020-03-03 18:54:37,2020-04-14 18:54:37
249,10,10000,0,393543244,0.019149,0.0,2022-04-14 03:20:04,2022-05-14 03:20:04,2022-05-14 03:20:04
250,11,30000,0,172748623,0.017687,2192084.183870232,2021-06-03 10:37:43,2021-07-03 10:37:43,2021-08-20 10:37:43
251,7,0,0,84181810,0.023116,0.0,2022-05-16 23:32:40,2022-07-15 23:32:40,2022-07-15 23:32:40
252,10,10000,0,941941773,0.023623,0.0,2022-10-28 03:28:47,2022-12-27 03:28:47,2022-12-27 03:28:47
253,8,30000,0,124538134,0.012807,0.0,2021-06-22 15:20:04,2021-08-21 15:20:04,2021-08-21 15:20:04
254,12,0,0,359708251,0.01841,115911.63359741378,2022-08-06 00:20:39,2022-10-05 00:20:39,2022-10-17 00:20:39
255,3,0,0,645205255,0.012846,0.0,2022-08-24 10:08:09,2022-10-23 10:08:09,2022-10-23 10:08:09
256,2,0,10000,873505255,0.018779,3378382.8708072184,2022-08-03 03:00:37,2022-10-02 03:00:37,2022-11-07 03:00:37
257,8,30000,0,472433779,0.029059,0.0,2020-07-05 19:07:28,2020-08-04 19:07:28,2020-08-04 19:07:28
258,4,10000,20000,476387782,0.016964,0.0,2022-12-06 05:41:26,2023-02-04 05:41:26,2023-02-04 05:41:26
259,12,0,0,738706668,0.01941,0.0,2023-09-25 12:19:40,2023-11-24 12:19:40,2023-11-24 12:19:40
260,7,30000,0,810974420,0.016283,0.0,2022-01-12 22:07:16,2022-04-12 22:07:16,2022-04-12 22:07:16
261,7,0,0,912639441,0.016458,0.0,2021-09-07 00:19:30,2021-10-07 00:19:30,2021-10-07 00:19:30
262,3,10000,0,100753469,0.016385,0.0,2020-06-11 23:06:23,2020-08-10 23:06:23,2020-08-10 23:06:23
263,3,10000,0,892992521,0.010433,0.0,2021-02-20 16:52:18,2021-04-21 16:52:18,2021-04-21 16:52:18
264,1,0,0,545981707,0.013876,0.0,2020-05-08 17:34:17,2020-06-07 17:34:17,2020-06-07 17:34:17
265,12,30000,0,651090769,0.026859,0.0,2021-03-11 02:57:24,2021-05-10 02:57:24,2021-05-10 02:57:24
266,5,0,0,228714800,0.02583,0.0,2021-04-03 12:11:08,2021-06-02 12:11:08,2021-06-02 12:11:08
267,6,30000,0,925610077,0.020612,8218938.262335957,2021-10-14 23:31:27,2021-11-13 23:31:27,2021-12-16 23:31:27
268,7,0,0,491770195,0.009204,3883984.634936095,2020-06-17 10:17:11,2020-08-16 10:17:11,2020-09-14 10:17:11
269,7,0,0,690521495,0.024939,336087.12316903623,2020-07-24 03:07:09,2020-08-23 03:07:09,2020-10-14 03:07:09
270,2,30000,0,776891749,0.010848,0.0,2023-08-03 00:47:55,2023-10-02 00:47:55,2023-10-02 00:47:55
271,3,30000,0,439396142,0.010923,0.0,2022-05-30 09:01:24,2022-06-29 09:01:24,2022-06-29 09:01:24
272,2,10000,10000,893052400,0.010025,0.0,2022-05-11 20:49:37,2022-08-09 20:49:37,2022-08-09 20:49:37
273,5,10000,0,681750836,0.010771,0.0,2020-08-25 04:48:12,2020-11-23 04:48:12,2020-11-23 04:48:12
274,7,30000,0,22186045,0.025188,0.0,2023-01-31 14:36:44,2023-05-01 14:36:44,2023-05-01 14:36:44
275,1,10000,10000,714413575,0.014385,0.0,2023-04-07 12:46:47,2023-06-06 12:46:47,2023-06-06 12:46:47
276,6,0,0,752830127,0.02244,398970.82183567726,2023-06-02 04:09:47,2023-08-01 04:09:47,2023-09-02 04:09:47
277,10,30000,0,146358235,0.0265,2398699.4823847357,2021-05-30 23:04:59,2021-08-28 23:04:59,2021-10-22 23:04:59
278,3,20000,0,492109216,0.009428,0.0,2021-12-24 10:52:58,2022-01-23 10:52:58,2022-01-23 10:52:58
279,5,10000,50000,563523848,0.025169,0.0,2021-11-27 20:10:30,2021-12-27 20:10:30,2021-12-27 20:10:30
280,6,10000,0,177063478,0.009438,1224337.6291553415,2020-10-01 14:30:39,2020-11-30 14:30:39,2020-12-27 14:30:39
281,11,20000,0,483255653,0.020886,0.0,2022-03-20 13:39:41,2022-06-18 13:39:41,2022-06-18 13:39:41
282,3,10000,0,653416083,0.029406,0.0,2020-02-21 22:29:21,2020-05-21 22:29:21,2020-05-21 22:29:21
283,12,10000,0,200714066,0.014766,361952.60111166886,2020-11-07 06:28:52,2021-01-06 06:28:52,2021-02-20 06:28:52
284,1,30000,0,246490599,0.019759,0.0,2022-12-15 19:20:29,2023-01-14 19:20:29,2023-01-14 19:20:29
285,7,0,0,530751825,0.017026,0.0,2021-05-31 04:01:35,2021-07-30 04:01:35,2021-07-30 04:01:35
286,6,0,0,456311099,0.027511,0.0,2020-11-14 06:02:52,2021-01-13 06:02:52,2021-01-13 06:02:52
287,8,30000,0,635438259,0.023228,0.0,2021-04-26 16:52:41,2021-07-25 16:52:41,2021-07-25 16:52:41
288,12,0,0,733602559,0.013794,0.0,2023-12-19 21:39:39,2024-02-17 21:39:39,2024-02-17 21:39:39
289,12,10000,0,22898322,0.018726,0.0,2023-08-15 06:03:34,2023-10-14 06:03:34,2023-10-14 06:03:34
290,4,0,20000,581513862,0.011741,0.0,2021-06-21 12:37:25,2021-07-21 12:37:25,2021-07-21 12:37:25
291,9,30000,0,184935586,0.014509,0.0,2023-03-07 18:51:11,2023-06-05 18:51:11,2023-06-05 18:51:11
292,7,0,0,276436342,0.029285,1904331.2673793337,2020-05-02 04:42:33,2020-06-01 04:42:33,2020-06-30 04:42:33
293,9,10000,0,276440657,0.015856,0.0,2020-07-28 11:28:19,2020-08-27 11:28:19,2020-08-27 11:28:19
294,1,30000,0,375015628,0.019216,0.0,2022-06-29 09:38:12,2022-08-28 09:38:12,2022-08-28 09:38:12
295,7,10000,0,140635922,0.021333,0.0,2023-06-24 01:27:49,2023-09-22 01:27:49,2023-09-22 01:27:49
296,5,0,0,471115099,0.027045,0.0,2023-06-18 18:55:00,2023-09-16 18:55:00,2023-09-16 18:55:00
297,11,0,0,523910705,0.012255,0.0,2020-04-17 22:35:53,2020-06-16 22:35:53,2020-06-16 22:35:53
298,1,0,0,321247265,0.020249,0.0,2020-08-12 12:20:08,2020-11-10 12:20:08,2020-11-10 12:20:08
299,5,30000,50000,414960772,0.026143,0.0,2021-08-02 20:57:01,2021-10-31 20:57:01,2021-10-31 20:57:01
300,12,10000,0,590111101,0.013138,5819004.70029209,2020-04-29 03:45:55,2020-05-29 03:45:55,2020-07-14 03:45:55
301,3,0,0,156091304,0.00938,0.0,2021-11-23 13:29:08,2021-12-23 13:29:08,2021-12-23 13:29:08
302,12,10000,0,403594445,0.011628,0.0,2020-03-14 07:36:51,2020-05-13 07:36:51,2020-05-13 07:36:51
303,8,10000,0,876624291,0.018399,0.0,2023-07-01 11:57:47,2023-08-30 11:57:47,2023-08-30 11:57:47
304,3,30000,0,264563605,0.011082,0.0,2020-02-13 02:52:01,2020-03-14 02:52:01,2020-03-14 02:52:01
305,12,10000,0,770243292,0.015156,0.0,2020-04-07 16:31:30,2020-06-06 16:31:30,2020-06-06 16:31:30
306,7,30000,0,501657717,0.010291,0.0,2020-10-02 13:51:37,2020-11-01 13:51:37,2020-11-01 13:51:37
307,8,10000,0,152798867,0.01707,0.0,2020-04-15 13:41:13,2020-07-14 13:41:13,2020-07-14 13:41:13
308,2,30000,0,749018518,0.017093,0.0,2023-02-08 19:16:45,2023-03-10 19:16:45,2023-03-10 19:16:45
309,7,10000,0,766846583,0.029222,0.0,2021-07-30 01:24:04,2021-09-28 01:24:04,2021-09-28 01:24:04
310,5,20000,50000,904772231,0.022678,0.0,2020-09-26 00:43:27,2020-12-25 00:43:27,2020-12-25 00:43:27
311,4,30000,20000,299982849,0.011875,0.0,2023-05-10 11:26:44,2023-07-09 11:26:44,2023-07-09 11:26:44
312,7,0,0,543344330,0.010635,0.0,2022-04-24 03:03:47,2022-06-23 03:03:47,2022-06-23 03:03:47
313,2,10000,0,848231163,0.021145,0.0,2023-01-02 10:37:26,2023-03-03 10:37:26,2023-03-03 10:37:26
314,12,20000,0,549366388,0.028124,3097834.857530398,2020-02-10 13:37:19,2020-05-10 13:37:19,2020-06-06 13:37:19
315,8,20000,0,898960721,0.017193,0.0,2023-10-29 02:53:33,2024-01-27 02:53:33,2024-01-27 02:53:33
316,10,30000,0,821235921,0.02457,0.0,2022-10-23 18:14:09,2022-12-22 18:14:09,2022-12-22 18:14:09
317,9,30000,0,694919727,0.014279,0.0,2023-04-12 03:36:11,2023-06-11 03:36:11,2023-06-11 03:36:11
318,4,10000,0,880835607,0.009598,0.0,2021-05-19 23:03:25,2021-07-18 23:03:25,2021-07-18 23:03:25
319,12,20000,0,778222600,0.020607,2282114.451800965,2021-04-30 21:52:53,2021-05-30 21:52:53,2021-06-23 21:52:53
320,4,30000,0,668408815,0.011604,0.0,2021-06-01 20:54:19,2021-07-01 20:54:19,2021-07-01 20:54:19
321,4,0,0,207813524,0.027111,0.0,2022-05-04 13:34:42,2022-06-03 13:34:42,2022-06-03 13:34:42
322,12,10000,0,265331585,0.015923,0.0,2020-09-30 05:08:13,2020-10-30 05:08:13,2020-10-30 05:08:13
323,9,20000,0,841138775,0.029955,0.0,2021-12-16 02:04:05,2022-02-14 02:04:05,2022-02-14 02:04:05
324,9,30000,0,716001541,0.025289,0.0,2021-05-03 15:45:26,2021-06-02 15:45:26,2021-06-02 15:45:26
325,9,0,0,769865570,0.026061,598069.3135663462,2023-08-12 02:18:47,2023-10-11 02:18:47,2023-10-16 02:18:47
326,5,30000,0,309731829,0.026862,0.0,2022-11-25 15:53:33,2023-02-23 15:53:33,2023-02-23 15:53:33
327,10,10000,0,933244157,0.023844,3737137.8792303433,2023-09-14 16:03:23,2023-10-14 16:03:23,2023-11-11 16:03:23
328,10,10000,0,499309629,0.02426,626409.2365206599,2021-01-18 10:24:01,2021-03-19 10:24:01,2021-03-26 10:24:01
329,7,30000,0,74494817,0.017461,0.0,2022-06-04 08:21:45,2022-07-04 08:21:45,2022-07-04 08:21:45
330,3,0,0,558166216,0.014725,0.0,2021-10-09 19:52:22,2021-11-08 19:52:22,2021-11-08 19:52:22
331,6,20000,0,639502608,0.014828,0.0,2021-12-17 04:41:16,2022-01-16 04:41:16,2022-01-16 04:41:16
332,6,10000,0,421971223,0.009366,101476.45984447678,2021-02-02 14:25:18,2021-05-03 14:25:18,2021-05-15 14:25:18
333,8,10000,0,888390544,0.011086,0.0,2023-10-27 12:21:29,2024-01-25 12:21:29,2024-01-25 12:21:29
334,12,10000,0,970362414,0.015419,0.0,2020-09-08 22:17:08,2020-11-07 22:17:08,2020-11-07 22:17:08
335,6,20000,0,654242861,0.009417,0.0,2022-06-19 09:38:40,2022-09-17 09:38:40,2022-09-17 09:38:40
336,1,0,0,836506879,0.016953,0.0,2020-03-19 16:47:17,2020-04-18 16:47:17,2020-04-18 16:47:17
337,5,10000,0,891326364,0.023377,0.0,2020-02-23 07:56:14,2020-04-23 07:56:14,2020-04-23 07:56:14
338,1,30000,0,332390589,0.011087,0.0,2022-11-27 19:04:39,2022-12-27 19:04:39,2022-12-27 19:04:39
339,9,30000,0,11814382,0.029239,0.0,2022-02-08 02:09:41,2022-04-09 02:09:41,2022-04-09 02:09:41
340,6,20000,0,417543849,0.021146,1249425.5867164053,2023-04-18 07:01:26,2023-05-18 07:01:26,2023-06-27 07:01:26
341,6,10000,0,179086119,0.016824,0.0,2022-08-16 00:59:15,2022-10-15 00:59:15,2022-10-15 00:59:15
342,7,10000,0,226575154,0.023668,0.0,2023-09-22 13:29:08,2023-11-21 13:29:08,2023-11-21 13:29:08
343,2,10000,10000,33320339,0.021945,453596.12891593785,2020-08-05 10:18:40,2020-09-04 10:18:40,2020-11-01 10:18:40
344,1,30000,0,197224140,0.01346,0.0,2020-06-13 11:57:15,2020-08-12 11:57:15,2020-08-12 11:57:15
345,2,30000,0,627717849,0.011583,0.0,2023-04-30 22:11:34,2023-05-30 22:11:34,2023-05-30 22:11:34
346,7,10000,0,607461096,0.016825,0.0,2021-12-11 12:15:04,2022-03-11 12:15:04,2022-03-11 12:15:04
347,6,20000,0,546417130,0.011992,2025864.3757422077,2022-05-28 23:18:33,2022-06-27 23:18:33,2022-07-11 23:18:33
348,4,20000,0,61618554,0.024858,0.0,2021-01-08 19:31:45,2021-03-09 19:31:45,2021-03-09 19:31:45
349,3,0,0,767356070,0.021965,0.0,2022-09-25 16:34:10,2022-10-25 16:34:10,2022-10-25 16:34:10
350,5,10000,0,288864722,0.012054,0.0,2021-02-21 02:22:39,2021-04-22 02:22:39,2021-04-22 02:22:39
351,4,0,20000,464607741,0.027167,0.0,2022-06-08 20:02:57,2022-07-08 20:02:57,2022-07-08 20:02:57
352,11,0,0,283203838,0.011732,0.0,2020-11-28 03:30:45,2020-12-28 03:30:45,2020-12-28 03:30:45
353,9,0,0,59887576,0.013893,0.0,2022-06-23 22:08:27,2022-08-22 22:08:27,2022-08-22 22:08:27
354,1,0,0,901424039,0.009745,2853254.3858485743,2020-04-05 07:02:35,2020-06-04 07:02:35,2020-08-01 07:02:35
355,9,0,0,101330865,0.023048,0.0,2020-06-25 17:28:53,2020-08-24 17:28:53,2020-08-24 17:28:53
356,7,0,0,647271166,0.029521,0.0,2023-01-18 15:50:47,2023-03-19 15:50:47,2023-03-19 15:50:47
357,9,30000,0,760164326,0.016368,0.0,2020-07-13 20:00:12,2020-09-11 20:00:12,2020-09-11 20:00:12
358,8,0,0,237856032,0.01367,0.0,2022-03-24 21:51:14,2022-05-23 21:51:14,2022-05-23 21:51:14
359,11,0,0,659154296,0.027485,0.0,2022-11-04 15:47:40,2023-02-02 15:47:40,2023-02-02 15:47:40
360,2,20000,0,554488408,0.026405,31234.290417697975,2021-09-17 15:53:06,2021-10-17 15:53:06,2021-10-30 15:53:06
361,3,10000,0,584792986,0.02553,0.0,2022-12-08 08:18:56,2023-03-08 08:18:56,2023-03-08 08:18:56
362,12,10000,0,320106898,0.025183,0.0,2022-02-19 15:08:21,2022-03-21 15:08:21,2022-03-21 15:08:21
363,12,0,0,335016531,0.025221,0.0,2020-11-18 20:10:58,2021-01-17 20:10:58,2021-01-17 20:10:58
364,2,30000,0,703327644,0.020943,0.0,2022-11-12 06:41:39,2023-01-11 06:41:39,2023-01-11 06:41:39
365,10,30000,0,299413905,0.02292,0.0,2022-11-20 23:11:03,2022-12-20 23:11:03,2022-12-20 23:11:03
366,10,20000,0,91904120,0.02766,0.0,2020-02-02 11:20:32,2020-04-02 11:20:32,2020-04-02 11:20:32
367,7,0,0,82298670,0.016442,0.0,2020-02-01 21:31:53,2020-04-01 21:31:53,2020-04-01 21:31:53
368,10,0,0,202190715,0.011088,0.0,2021-01-26 10:56:31,2021-03-27 10:56:31,2021-03-27 10:56:31
369,10,20000,0,51813804,0.009043,0.0,2023-07-12 04:04:03,2023-09-10 04:04:03,2023-09-10 04:04:03
370,1,0,0,916024101,0.009845,1923116.175463231,2020-05-18 02:28:06,2020-06-17 02:28:06,2020-07-16 02:28:06
371,10,10000,0,91444972,0.023876,0.0,2023-05-24 10:43:54,2023-08-22 10:43:54,2023-08-22 10:43:54
372,5,20000,0,39960817,0.026972,0.0,2023-10-22 22:09:21,2024-01-20 22:09:21,2024-01-20 22:09:21
373,7,10000,0,978804581,0.018713,0.0,2021-09-29 19:43:04,2021-12-28 19:43:04,2021-12-28 19:43:04
374,8,20000,0,952322190,0.012221,0.0,2023-01-30 05:57:02,2023-04-30 05:57:02,2023-04-30 05:57:02
375,9,30000,0,743830637,0.011036,0.0,2023-07-09 22:46:14,2023-08-08 22:46:14,2023-08-08 22:46:14
376,6,20000,0,585180105,0.023388,2885116.8219177867,2021-12-14 04:05:42,2022-01-13 04:05:42,2022-03-13 04:05:42
377,2,10000,0,373550273,0.017432,0.0,2023-04-04 18:25:28,2023-05-04 18:25:28,2023-05-04 18:25:28
378,8,0,0,882146011,0.026258,0.0,2021-10-27 17:44:21,2021-11-26 17:44:21,2021-11-26 17:44:21
379,2,10000,0,169310709,0.010409,0.0,2020-12-15 14:26:35,2021-03-15 14:26:35,2021-03-15 14:26:35
380,1,0,0,780783577,0.018519,161079.1926920446,2022-05-02 02:12:30,2022-07-01 02:12:30,2022-07-05 02:12:30
381,10,0,0,751540520,0.019545,0.0,2020-11-05 23:15:33,2020-12-05 23:15:33,2020-12-05 23:15:33
382,5,0,0,78763726,0.010706,878963.6488793738,2021-09-26 03:32:03,2021-11-25 03:32:03,2022-01-04 03:32:03
383,10,10000,0,616333399,0.021161,0.0,2020-10-08 08:49:16,2021-01-06 08:49:16,2021-01-06 08:49:16
384,6,0,0,239708562,0.023103,0.0,2021-10-06 12:45:10,2021-11-05 12:45:10,2021-11-05 12:45:10
385,10,10000,0,749288184,0.009858,0.0,2023-06-09 11:25:36,2023-08-08 11:25:36,2023-08-08 11:25:36
386,6,10000,0,980689688,0.029093,0.0,2022-09-03 10:46:51,2022-12-02 10:46:51,2022-12-02 10:46:51
387,11,20000,0,620550042,0.014974,0.0,2022-09-21 02:21:39,2022-10-21 02:21:39,2022-10-21 02:21:39
388,8,10000,0,43638936,0.021508,0.0,2020-11-02 05:50:09,2020-12-02 05:50:09,2020-12-02 05:50:09
389,10,30000,0,927929489,0.011596,0.0,2022-01-02 04:23:12,2022-02-01 04:23:12,2022-02-01 04:23:12
390,7,0,0,700781573,0.028653,0.0,2021-08-29 14:02:33,2021-09-28 14:02:33,2021-09-28 14:02:33
391,12,0,0,729610307,0.02406,0.0,2023-08-07 19:54:01,2023-10-06 19:54:01,2023-10-06 19:54:01
392,11,10000,0,787872656,0.017701,0.0,2021-05-09 07:38:20,2021-06-08 07:38:20,2021-06-08 07:38:20
393,4,10000,0,193020753,0.02254,0.0,2023-06-26 16:47:12,2023-08-25 16:47:12,2023-08-25 16:47:12
394,10,0,0,132615311,0.010172,0.0,2023-03-01 19:39:20,2023-04-30 19:39:20,2023-04-30 19:39:20
395,7,10000,0,45831234,0.025432,0.0,2022-10-13 21:15:17,2022-12-12 21:15:17,2022-12-12 21:15:17
396,4,10000,0,759868820,0.009868,367634.7160293138,2022-05-30 21:08:40,2022-07-29 21:08:40,2022-08-01 21:08:40
397,2,0,0,777869837,0.016993,0.0,2023-08-03 10:22:58,2023-09-02 10:22:58,2023-09-02 10:22:58
398,4,10000,20000,994893033,0.013971,0.0,2023-10-12 01:27:30,2023-12-11 01:27:30,2023-12-11 01:27:30
399,5,20000,50000,7978219,0.029692,0.0,2021-09-13 14:57:54,2021-11-12 14:57:54,2021-11-12 14:57:54
400,5,0,0,958302675,0.017821,0.0,2020-06-21 09:07:17,2020-09-19 09:07:17,2020-09-19 09:07:17
401,9,10000,0,674373807,0.009956,3305706.1195146306,2022-06-12 03:38:47,2022-09-10 03:38:47,2022-10-12 03:38:47
402,12,0,0,153387784,0.015548,0.0,2022-05-30 10:12:21,2022-06-29 10:12:21,2022-06-29 10:12:21
403,11,30000,0,587908901,0.01412,0.0,2021-10-12 12:56:55,2022-01-10 12:56:55,2022-01-10 12:56:55
404,5,20000,0,32622811,0.009645,0.0,2021-11-22 19:37:18,2022-01-21 19:37:18,2022-01-21 19:37:18
405,11,0,0,397143731,0.020713,0.0,2020-05-20 07:18:57,2020-07-19 07:18:57,2020-07-19 07:18:57
406,8,0,0,54588163,0.015175,0.0,2022-06-01 16:55:53,2022-08-30 16:55:53,2022-08-30 16:55:53
407,3,0,0,185071435,0.010918,0.0,2023-02-16 23:30:11,2023-05-17 23:30:11,2023-05-17 23:30:11
408,4,0,20000,529409299,0.016275,0.0,2021-09-11 07:30:23,2021-10-11 07:30:23,2021-10-11 07:30:23
409,8,20000,0,709026805,0.018978,0.0,2021-05-03 13:27:24,2021-08-01 13:27:24,2021-08-01 13:27:24
410,10,0,0,19573148,0.024756,93858.29855237532,2020-01-06 01:13:35,2020-03-06 01:13:35,2020-04-09 01:13:35
411,8,10000,0,761091766,0.010074,0.0,2022-03-21 11:47:04,2022-04-20 11:47:04,2022-04-20 11:47:04
412,6,30000,0,475101108,0.021294,0.0,2022-05-13 23:40:33,2022-06-12 23:40:33,2022-06-12 23:40:33
413,2,10000,0,714514457,0.028928,0.0,2022-03-09 11:07:18,2022-06-07 11:07:18,2022-06-07 11:07:18
414,11,20000,0,963859663,0.023065,0.0,2021-07-03 09:16:18,2021-10-01 09:16:18,2021-10-01 09:16:18
415,9,0,0,567496422,0.009371,1462601.617185242,2022-12-18 22:05:22,2023-02-16 22:05:22,2023-02-28 22:05:22
416,4,10000,0,50081943,0.015015,0.0,2020-08-15 11:40:48,2020-09-14 11:40:48,2020-09-14 11:40:48
417,8,0,0,452619498,0.012057,0.0,2022-07-31 12:45:45,2022-09-29 12:45:45,2022-09-29 12:45:45
418,10,20000,0,756576618,0.024906,0.0,2022-12-02 22:35:55,2023-01-31 22:35:55,2023-01-31 22:35:55
419,4,0,0,387904536,0.026102,0.0,2022-02-18 02:52:26,2022-04-19 02:52:26,2022-04-19 02:52:26
420,1,30000,0,987577387,0.017096,0.0,2023-06-24 05:48:37,2023-09-22 05:48:37,2023-09-22 05:48:37
421,1,30000,10000,436112196,0.010835,0.0,2023-03-21 20:49:57,2023-05-20 20:49:57,2023-05-20 20:49:57
422,11,20000,0,589182902,0.012757,0.0,2021-10-17 07:27:49,2021-12-16 07:27:49,2021-12-16 07:27:49
423,8,0,0,420205943,0.01231,0.0,2023-05-20 21:57:03,2023-08-18 21:57:03,2023-08-18 21:57:03
424,7,10000,0,474537098,0.025165,0.0,2022-04-08 19:58:38,2022-05-08 19:58:38,2022-05-08 19:58:38
425,1,0,0,239791985,0.029271,0.0,2020-07-30 01:30:06,2020-08-29 01:30:06,2020-08-29 01:30:06
426,2,0,0,794045561,0.020447,0.0,2020-09-17 01:28:12,2020-10-17 01:28:12,2020-10-17 01:28:12
427,7,30000,0,923064851,0.019852,5230778.364450069,2021-09-01 09:20:32,2021-10-01 09:20:32,2021-10-31 09:20:32
428,3,30000,0,979576675,0.021363,0.0,2021-08-20 07:23:51,2021-09-19 07:23:51,2021-09-19 07:23:51
429,5,10000,0,998624301,0.025726,0.0,2021-12-31 22:10:26,2022-01-30 22:10:26,2022-01-30 22:10:26
430,4,30000,0,120137099,0.027166,0.0,2021-04-12 22:20:45,2021-06-11 22:20:45,2021-06-11 22:20:45
431,7,20000,0,694217845,0.028259,0.0,2021-12-17 06:35:27,2022-03-17 06:35:27,2022-03-17 06:35:27
432,12,0,0,252274966,0.01664,0.0,2022-05-09 01:36:23,2022-07-08 01:36:23,2022-07-08 01:36:23
433,10,30000,0,518366532,0.027356,0.0,2023-01-03 23:51:56,2023-03-04 23:51:56,2023-03-04 23:51:56
434,5,20000,0,887715510,0.01952,0.0,2022-06-23 06:20:35,2022-08-22 06:20:35,2022-08-22 06:20:35
435,12,10000,0,602654405,0.01736,0.0,2022-09-05 01:21:25,2022-10-05 01:21:25,2022-10-05 01:21:25
436,11,10000,0,883460833,0.028529,0.0,2020-11-04 09:49:46,2020-12-04 09:49:46,2020-12-04 09:49:46
437,10,20000,0,766105202,0.018819,0.0,2022-01-01 12:21:16,2022-03-02 12:21:16,2022-03-02 12:21:16
438,8,20000,0,627540759,0.014164,0.0,2022-10-14 22:38:46,2023-01-12 22:38:46,2023-01-12 22:38:46
439,10,0,0,787835285,0.021554,0.0,2020-11-05 17:38:29,2021-02-03 17:38:29,2021-02-03 17:38:29
440,4,30000,0,352024100,0.017792,0.0,2020-02-09 05:43:44,2020-05-09 05:43:44,2020-05-09 05:43:44
441,10,10000,0,280079468,0.028636,0.0,2020-08-24 04:59:38,2020-11-22 04:59:38,2020-11-22 04:59:38
442,1,0,0,8088930,0.014298,0.0,2020-10-19 14:26:40,2020-12-18 14:26:40,2020-12-18 14:26:40
443,5,10000,0,454995055,0.028572,0.0,2020-06-29 12:25:01,2020-07-29 12:25:01,2020-07-29 12:25:01
444,8,10000,0,726492606,0.016382,0.0,2022-11-29 09:51:38,2022-12-29 09:51:38,2022-12-29 09:51:38
445,2,20000,0,156361944,0.02274,0.0,2020-05-25 12:33:33,2020-06-24 12:33:33,2020-06-24 12:33:33
446,2,0,0,203094185,0.017663,0.0,2020-04-08 04:08:30,2020-05-08 04:08:30,2020-05-08 04:08:30
447,2,20000,0,473236770,0.028623,0.0,2022-11-12 15:12:58,2022-12-12 15:12:58,2022-12-12 15:12:58
448,8,30000,0,652613205,0.010308,0.0,2020-05-28 06:08:44,2020-08-26 06:08:44,2020-08-26 06:08:44
449,11,10000,0,813032780,0.018713,0.0,2020-02-05 20:00:15,2020-04-05 20:00:15,2020-04-05 20:00:15
